W,N,seed,variant,phi_total,solve_ms,cross_cabin_ratio,cross_layer_ratio,sla,infeas_rate,phi_rep,phi_load,phi_cab,phi_sec
20,50,3,NoCabin,120.56272501348016,0.8689998649060726,0.92,0.3,7647.538806092035,0.0,34.86623870841051,36.60056270743945,2.8959235976301922,46.199999999999996
20,50,3,NoSec,115.25574066144503,0.9189588017761707,0.88,0.26,6257.767638816512,0.0,35.00238022893387,34.84661941237374,2.7067410201374367,42.699999999999996
20,50,3,FlatCCF,70.8318615911284,0.8119172416627407,1.0,1.0,0.0,0.0,42.50358249156874,17.028300787527023,1.4999783120326355,9.799999999999997
20,50,3,GreedyByLoad,125.26072649359382,0.28629228472709656,0.88,0.24,5257.735432567004,0.0,34.01399832786854,41.210829120700254,3.1358990450250284,46.89999999999999
20,50,3,FirstFit,90.95456304322308,0.46499958261847496,0.88,0.58,37.31502454320507,0.0,39.71076853138707,25.292572102131405,1.8012224097045981,24.149999999999995
20,50,3,Random,116.19510314688209,0.2780407667160034,0.9,0.24,3065.887070252361,0.0,35.48820678777382,36.76770425528432,2.639192103823957,41.3
20,50,4,Ours,121.43806703911392,0.9444998577237129,0.84,0.28,7780.298816055439,0.0,35.01709988967174,40.19201851646698,3.578948632975191,42.65
20,50,4,NoRep,120.04179372983681,0.9207907132804394,0.86,0.26,6926.500043165369,0.0,34.796690417163894,39.39707222083413,3.5480310918387854,42.3
20,50,4,NoPred,133.57045793592198,0.8052913472056389,0.16,0.32,9534.699009936146,0.0,34.671050316590126,51.14695629211479,3.002451327217089,44.75
20,50,4,NoCabin,122.2885680376042,0.8786660619080067,0.92,0.28,7758.6567422015405,0.0,34.80597340081431,40.09301066746897,3.689583969320914,43.699999999999996
20,50,4,NoSec,119.08239768934965,0.8994168601930141,0.9,0.26,6918.594180767912,0.0,34.432019964151635,39.142606766502496,3.5577709586955155,41.949999999999996
20,50,4,FlatCCF,77.23535285209694,0.6694160401821136,1.0,1.0,0.0,0.0,42.3888367258552,23.227408247644856,2.2191078785968825,9.399999999999999
20,50,4,GreedyByLoad,135.46592176297696,0.2670842222869396,0.88,0.26,8798.42748364052,0.0,33.287210879825,49.62105423903005,6.407656644121913,46.15
20,50,4,FirstFit,94.84215408560816,0.45783398672938347,0.94,0.56,44.37679108205572,0.0,39.44993661757826,30.362667926562054,2.6795495414678494,22.349999999999998
20,50,4,Random,121.9427326730416,0.2593747340142727,0.88,0.1,2880.03882438107,0.0,34.67640754713792,41.81262126347096,3.503703862432726,41.949999999999996
20,200,0,Ours,481.4361568394498,2.9692919924855232,0.775,0.25,27859.124688402404,0.0,140.5957911071336,163.14342639558683,15.396939336729357,162.29999999999998
20,200,0,NoRep,471.70755869869197,2.975792158395052,0.76,0.22,20903.635799671203,0.0,140.42853069843648,156.43560226364892,14.643425736606567,160.2
20,200,0,NoPred,499.44345074196576,2.5334996171295643,0.135,0.25,27575.598581697945,0.0,140.69391217893735,182.1750343434376,13.224504219590804,163.34999999999997
20,200,0,NoCabin,481.44379224412603,2.9831668362021446,0.89,0.24,25919.644088593886,0.0,140.91977744161966,159.28130372914893,20.342711073357457,160.89999999999998
20,200,0,NoSec,470.8851862059977,2.8455001302063465,0.765,0.25,27280.906042405888,0.0,138.5033555256449,160.64370581314105,14.68812486721179,157.04999999999998
20,200,0,FlatCCF,297.76046374551777,2.132707741111517,1.0,1.0,0.0,0.0,169.77249727824233,85.64396830738984,6.743998159885587,35.599999999999994
20,200,0,GreedyByLoad,525.2468934031994,0.6237081252038479,0.905,0.27,35109.57983177589,0.0,135.06303978101823,192.16337535917714,27.670478263004078,170.35
20,200,0,FirstFit,359.8288227737319,1.8588746897876263,0.94,0.845,11176.14461491167,0.0,162.74163986539116,114.7306645736225,13.506518334718157,68.85
20,200,0,Random,483.7232382530564,0.7919999770820141,0.915,0.2,19522.61109108643,0.0,138.43228036099924,170.10048792255418,18.140469969503005,157.04999999999998
20,200,1,Ours,458.9335292377347,2.9405420646071434,0.855,0.225,21828.38173724419,0.0,140.92411519017054,138.7083938090493,15.201020238514918,164.1
20,200,1,NoRep,451.4816770771188,2.9772501438856125,0.85,0.205,18050.026155603402,0.0,141.02446091776983,134.11739405506046,14.689822104288474,161.64999999999998
20,200,1,NoPred,494.22636144423694,2.53499997779727,0.135,0.235,23120.224479327113,0.0,140.93609292746766,175.08603421659296,12.004234300176368,166.2
20,200,1,NoCabin,458.6406415573487,2.9811249114573,0.9,0.22,20589.065709600778,0.0,141.37759011762932,136.048451741425,16.414599698294403,164.79999999999998
20,200,1,NoSec,449.0739881073356,3.1684166751801968,0.86,0.215,20181.207869666487,0.0,139.21929834393933,136.08717387445108,14.917515888945175,158.84999999999997
20,200,1,FlatCCF,293.97042454825873,2.1286667324602604,1.0,1.0,0.0,0.0,170.15869295876985,79.83199708879889,7.279734500689967,36.69999999999999
20,200,1,GreedyByLoad,504.9762164423022,0.6292499601840973,0.88,0.255,26074.367062353154,0.0,136.40192876003894,175.5296322552512,21.244655427012034,171.79999999999998
20,200,1,FirstFit,350.7920099155727,1.8423749133944511,0.965,0.85,10231.610737940131,0.0,164.0415395762456,106.783344548379,14.21712579094808,65.75
20,200,1,Random,492.58716385626224,0.7604579441249371,0.835,0.165,17295.518514305062,0.0,138.39627627789486,167.0197760839776,16.77111149438978,170.4
20,200,2,Ours,461.3555983192663,2.9035420157015324,0.86,0.235,23436.556702807964,0.0,141.01097447240255,139.49039642427732,11.354227422586417,169.5
20,200,2,NoRep,453.3550057733482,2.9307501390576363,0.87,0.21,18893.214765962617,0.0,141.17803491345757,134.81206072403972,10.664910135850905,166.7
20,200,2,NoPred,488.44549072147555,2.7874577790498734,0.135,0.24,24203.33474411725,0.0,141.268844856888,167.4654162190937,8.811229645493865,170.89999999999998
20,200,2,NoCabin,462.9246138610803,2.9941662214696407,0.93,0.235,23739.331795794787,0.0,141.25310891104118,138.42072686030542,13.400778089733661,169.84999999999997
20,200,2,NoSec,452.31386111278175,2.867334056645632,0.855,0.245,24624.50829704303,0.0,138.96787177212934,138.8220817426471,10.973907598005322,163.54999999999998
20,200,2,FlatCCF,287.84600867026654,2.1266252733767033,1.0,1.0,0.0,0.0,170.1832516814801,74.42454631029099,6.038210678495519,37.199999999999996
20,200,2,GreedyByLoad,503.6504809512018,0.6216247566044331,0.88,0.27,28627.9233465243,0.0,136.05222265329488,168.81212379486433,16.686134503042553,182.1
20,200,2,FirstFit,349.56121532372634,1.819457858800888,0.99,0.84,11121.030995612924,0.0,162.7656033912491,101.18842255769981,10.257189374777411,75.35
20,200,2,Random,477.94057355801726,0.8591250516474247,0.88,0.19,19084.635034623625,0.0,138.94550391271673,154.4512056285279,13.993864016772669,170.55
20,200,3,Ours,478.7445144594748,2.985249739140272,0.8,0.245,26148.615553308562,0.0,143.8776377551518,153.61526961769025,11.50160708663272,169.75
20,200,3,NoRep,472.6603773681985,2.956415992230177,0.81,0.23,23285.164262976086,0.0,143.03683466018504,150.70423271239588,11.26930999561759,167.64999999999998
20,200,3,NoPred,504.94085108195816,2.5395830161869526,0.135,0.27,28837.02855196773,0.0,143.3982963857854,176.44437462000775,10.798180076165064,174.29999999999998
20,200,3,NoCabin,480.6193259753034,3.045374993234873,0.865,0.245,26126.73989255439,0.0,143.66111500670866,151.65070140910058,14.50750955949421,170.8
20,200,3,NoSec,470.37636813769086,3.0707078985869884,0.81,0.245,25532.91526012322,0.0,141.5583511664914,152.0598936056045,11.20812336559495,165.55
20,200,3,FlatCCF,304.677419470103,2.1437499672174454,1.0,1.0,0.0,0.0,171.94112748389966,89.4844155928578,6.1518763933455665,37.099999999999994
20,200,3,GreedyByLoad,527.6962446412933,0.6307503208518028,0.915,0.315,35992.59225760351,0.0,137.25450876576141,184.60502745792877,18.936708417603118,186.89999999999998
20,200,3,FirstFit,376.10309475456745,1.784417312592268,0.98,0.825,14353.209217267839,0.0,164.14306611788982,121.07472505470832,10.735303581969314,80.14999999999999
20,200,3,Random,493.57320006071876,0.7551251910626888,0.87,0.22,17572.565567858834,0.0,142.21331131485744,164.4961770854182,15.363711660443174,171.5
20,200,4,Ours,473.0397490072167,2.8974157758057117,0.785,0.235,25050.477058674252,0.0,138.94034123974848,154.78335424277228,12.516053524695987,166.8
20,200,4,NoRep,465.9088418027965,2.844457980245352,0.785,0.215,20830.85120341516,0.0,138.54525395668097,150.75297026957693,11.910617576538561,164.7
20,200,4,NoPred,503.2195341574172,2.7038748376071453,0.135,0.245,26227.889242805464,0.0,138.99382452492742,183.92054246739798,10.705167165091805,169.59999999999997
20,200,4,NoCabin,473.7606217231847,2.9249582439661026,0.855,0.235,25276.519906883674,0.0,138.8162370967275,153.44920605444673,14.345178572010475,167.15
20,200,4,NoSec,470.0088859202518,2.842833288013935,0.785,0.255,27260.786273058955,0.0,136.2769292998778,155.85961913914494,13.172337481229116,164.7
20,200,4,FlatCCF,297.4197029392486,2.1163751371204853,1.0,1.0,0.0,0.0,169.14980786486285,84.41906043195496,7.250834642430846,36.599999999999994
20,200,4,GreedyByLoad,517.6174829970338,0.6270408630371094,0.895,0.265,30954.24808358137,0.0,133.58236426335375,189.5931096082334,18.542009125446647,175.9
20,200,4,FirstFit,366.0260737864032,1.7849579453468323,0.97,0.85,13713.220928984943,0.0,161.4293816613545,118.64005138724009,10.856640737808593,75.1
20,200,4,Random,501.97980080005186,0.7539577782154083,0.88,0.205,22630.50381912309,0.0,135.59630022370095,181.69445323108187,15.789047345269106,168.9
20,500,0,Ours,1185.901373989827,6.849584169685841,0.81,0.232,58506.301120837765,0.0,352.53376838002725,396.06436069838804,26.85324491141178,410.45
20,500,0,NoRep,1152.540252028749,6.599207874387503,0.812,0.196,41511.603355586565,0.0,352.9934930712503,373.8577988933185,25.03896006417994,400.65
20,500,0,NoPred,1233.1424362188022,6.03904202580452,0.13,0.24,60492.90249998274,0.0,352.0312349925092,443.121837809842,22.289363416451085,415.7
20,500,0,NoCabin,1185.9816719495495,7.233999669551849,0.888,0.23,58470.10328450361,0.0,352.4410028313812,392.5289596612264,31.611709456941966,409.4
20,500,0,NoSec,1169.9134384459842,6.464167032390833,0.798,0.238,63387.9351766569,0.0,347.4588765117586,398.12281612561054,26.13174580861495,398.20000000000005
20,500,0,FlatCCF,711.3474754472952,5.129416007548571,1.0,1.0,0.0,0.0,424.7790285757716,182.32623794012216,14.042208931401422,90.19999999999999
20,500,0,GreedyByLoad,1298.085233649725,1.330958679318428,0.908,0.284,86423.82771286037,0.0,336.4258122383694,473.81701912018343,42.74240229117238,445.1
20,500,0,FirstFit,800.241229005914,4.733040928840637,0.992,0.932,17782.701909504376,0.0,416.5546262389105,227.58948537536827,18.297117391635187,137.79999999999998
20,500,0,Random,1191.2776409200928,1.7300411127507687,0.88,0.212,43139.45046289768,0.0,349.85943906651767,406.386821125881,31.58138072769404,403.44999999999993
20,500,1,Ours,1135.7878297242564,6.967584136873484,0.87,0.218,52418.281847509694,0.0,348.11910289488105,353.28230167161604,30.736425157759314,403.65
20,500,1,NoRep,1120.773841802963,7.096500135958195,0.874,0.2,44280.694780006044,0.0,348.1802784164313,343.95177440848784,29.19178897804415,399.45
20,500,1,NoPred,1204.3827490088017,5.942458286881447,0.13,0.23,54529.00087115668,0.0,347.6987554251252,420.95299224172805,24.731001341948577,411.0
20,500,1,NoCabin,1137.7415010368265,7.471958175301552,0.916,0.218,52848.90877618622,0.0,348.0451130228493,350.64375394476133,35.40263406921602,403.65
20,500,1,NoSec,1113.3405160376915,6.871458142995834,0.862,0.218,52019.40943873897,0.0,341.94347426533454,349.0173955201199,29.929646252237006,392.45000000000005
20,500,1,FlatCCF,751.4695074987563,5.511458031833172,1.0,1.0,0.0,0.0,423.26395416722016,223.42869048349584,15.076862848040408,89.69999999999999
20,500,1,GreedyByLoad,1258.8806296893217,1.3796249404549599,0.874,0.27,75635.399967026,0.0,334.12940223188673,443.1481397025317,51.00308775490336,430.59999999999997
20,500,1,FirstFit,829.7099614793103,4.708040971308947,0.988,0.938,16006.869040291234,0.0,415.4331404151668,257.309172356397,24.567648707746592,132.39999999999998
20,500,1,Random,1182.0442765145044,1.7450000159442425,0.894,0.2,41503.517885789544,0.0,344.6615182326581,398.2530548152953,34.07970346655114,405.04999999999995
20,500,2,Ours,1207.0874784901428,6.40412513166666,0.812,0.238,64323.6167837729,0.0,354.5599390158642,395.9201232388954,31.457416235383334,425.15
20,500,2,NoRep,1191.0204641788641,6.097834091633558,0.816,0.216,53902.02035963125,0.0,354.55598013896827,385.53974963590395,30.6747344039921,420.24999999999994
20,500,2,NoPred,1258.4583101232608,6.215499714016914,0.13,0.244,66317.23697837678,0.0,354.0692402409627,450.82213430510194,23.51693557719627,430.04999999999995
20,500,2,NoCabin,1208.7873221473405,7.23800016567111,0.902,0.24,65912.32782407542,0.0,353.8633343935715,393.5484095742356,34.475578179533464,426.9
20,500,2,NoSec,1184.899540551066,6.466042250394821,0.816,0.24,65005.59848531202,0.0,350.4049357487578,393.666472812788,30.72813198952018,410.1
20,500,2,FlatCCF,724.7192898960689,5.286375060677528,1.0,1.0,0.0,0.0,426.780385166091,189.48645207570434,15.452452654273504,92.99999999999999
20,500,2,GreedyByLoad,1310.7783710640033,1.352083869278431,0.88,0.296,85912.01006444817,0.0,337.9398765681221,471.0957067084815,44.04278778739984,457.7
20,500,2,FirstFit,797.2650702931271,4.68145776540041,0.984,0.934,12484.404603837716,0.0,418.78251471482486,225.14347391366624,21.489081664636103,131.85
20,500,2,Random,1247.8238646403515,2.0393747836351395,0.904,0.214,55854.98830610463,0.0,346.5734946037137,431.8895689465243,40.0108010901137,429.34999999999997
20,500,3,Ours,1127.2707860339397,6.834083702415228,0.77,0.228,53993.39516164369,0.0,352.8088078423499,342.47724166599755,32.284736525592244,399.7
20,500,3,NoRep,1103.9275996312,7.180208340287209,0.774,0.198,41713.37279999434,0.0,353.00813940691125,329.2367783490392,29.332681875249744,392.35
20,500,3,NoPred,1203.7770226165558,6.0162921436131,0.13,0.244,58243.62868408116,0.0,351.54041245958376,415.9314127875242,28.205197369447973,408.1
20,500,3,NoCabin,1126.396592133638,7.81645905226469,0.902,0.224,52848.39052408461,0.0,352.76255610794004,337.54226853904106,37.0917674866568,399.0
20,500,3,NoSec,1096.8988366537808,6.686958018690348,0.784,0.222,52137.27610682533,0.0,346.78138994142284,336.82204225330673,30.39540445905121,382.9
20,500,3,FlatCCF,729.6489155474713,5.261207930743694,1.0,1.0,0.0,0.0,424.87499936683514,200.58731285435763,16.686603326278586,87.49999999999997
20,500,3,GreedyByLoad,1255.7250028845338,1.3967081904411316,0.906,0.284,76652.1193693935,0.0,337.8307682868933,435.3860703432887,55.158164254351966,427.35
20,500,3,FirstFit,817.4119174086434,4.754583816975355,0.99,0.922,14799.58622129224,0.0,416.5622782121983,239.08213690321514,23.867502293229904,137.89999999999998
20,500,3,Random,1162.0221051135386,1.8200408667325974,0.894,0.204,41266.60428284113,0.0,347.634014470086,379.24216766849395,42.79592297495866,392.35
20,500,4,Ours,1171.7528910741908,7.504666689783335,0.712,0.236,62488.385966518195,0.0,348.0516008987433,371.60635954586894,29.044930629578417,423.04999999999995
20,500,4,NoRep,1129.4512223823112,6.933833006769419,0.722,0.188,38856.02633136972,0.0,351.15062536528336,344.5279601491762,26.472636867851843,407.29999999999995
20,500,4,NoPred,1217.4056019484233,6.526832934468985,0.13,0.236,62490.62083191389,0.0,348.152603752294,421.96564325892086,23.5373549372085,423.74999999999994
20,500,4,NoCabin,1172.507131210532,7.331166882067919,0.892,0.232,61022.75154592239,0.0,348.64798595103315,367.73070736652267,32.72843789297618,423.4
20,500,4,NoSec,1157.039621950532,7.426457945257425,0.696,0.246,66098.94770575067,0.0,344.63760613531167,372.39867207283726,29.903343742383086,410.09999999999997
20,500,4,FlatCCF,684.9124817077491,5.939750000834465,1.0,1.0,0.0,0.0,423.3199729294841,152.94348480966238,16.349023968602584,92.29999999999998
20,500,4,GreedyByLoad,1261.5423685733815,1.3511250726878643,0.902,0.272,81565.21062765743,0.0,334.9828922363521,440.12411724033444,43.08535909669501,443.34999999999997
20,500,4,FirstFit,788.497564163428,5.6394170969724655,0.984,0.92,19561.556193219432,0.0,414.8076429129538,203.53479870108424,22.90512254938996,147.25
20,500,4,Random,1185.2026539822396,1.762833446264267,0.896,0.2,47551.22608570459,0.0,343.0943742184745,395.6558348853514,33.552444878413596,412.9
50,50,0,Ours,121.06608452892897,2.4559171870350838,0.88,0.2,6821.7386349081935,0.0,33.495768444452835,37.30123394554338,3.919082138932784,46.35000000000001
50,50,0,NoRep,116.12777912213633,1.7595840618014336,0.86,0.14,3781.312718994794,0.0,34.38198073167257,34.13151979394695,3.714278596516811,43.9
50,50,0,NoPred,130.05373649953182,1.385584007948637,0.08,0.22,7790.903694557743,0.0,33.27297995825212,46.661310090210456,3.0694464510692705,47.050000000000004
50,50,0,NoCabin,120.96506191072312,1.708167139440775,0.96,0.2,6725.567105947067,0.0,33.45832250933749,36.83038268435534,3.626356717030301,47.05
50,50,0,NoSec,119.72266248386964,2.143209334462881,0.86,0.22,7091.412852404867,0.0,32.78264235957605,37.41089270054333,3.879127423750283,45.650000000000006
50,50,0,FlatCCF,73.62065008211749,1.8629999831318855,1.0,1.0,0.0,0.0,42.149345414779184,19.870824567808935,2.000480099529375,9.599999999999998
50,50,0,GreedyByLoad,124.25470718269212,0.6045419722795486,0.98,0.16,3810.992919036406,0.0,32.82573499780814,41.30494500541283,3.4240271794711443,46.7
50,50,0,FirstFit,105.93287969745975,0.9200419299304485,0.98,0.28,77.35973926662886,0.0,36.25089595981194,32.675147939402336,2.906835798245492,34.1
50,50,0,Random,126.50540909658876,0.47445809468626976,0.94,0.12,4388.834297004009,0.0,33.15068404456559,43.19917857645895,3.455546475564233,46.7
50,50,1,Ours,112.77393466135396,1.758791971951723,0.84,0.16,4611.629999084388,0.0,35.049710712653784,37.4424526062464,3.1317713424537916,37.150000000000006
50,50,1,NoRep,111.75451411917642,1.7315424047410488,0.86,0.14,3447.548753845158,0.0,34.78701247213279,36.37622351606215,3.091278130981502,37.5
50,50,1,NoPred,118.59957171113301,1.2156669981777668,0.08,0.18,5383.533690053739,0.0,34.95850626010146,43.10806255859031,2.3330028924412534,38.2
50,50,1,NoCabin,113.01966557543682,1.6997912898659706,0.94,0.16,4611.629999084388,0.0,35.049710712653784,37.24695680285478,3.572998059928259,37.150000000000006
50,50,1,NoSec,110.0706644859763,2.2210408933460712,0.84,0.14,3633.1434581414387,0.0,35.15042994914387,36.407732046582325,3.1125024902501006,35.4
50,50,1,FlatCCF,71.32669763408737,1.7937920056283474,1.0,1.0,0.0,0.0,42.65917683509464,19.011362680602286,1.5561581183904392,8.099999999999998
50,50,1,GreedyByLoad,114.21283078190572,0.5801660008728504,1.0,0.16,2303.5669812474507,0.0,34.93169609696986,38.86627464956047,3.6148600353754015,36.8
50,50,1,FirstFit,103.20757247518982,0.9106658399105072,0.92,0.22,61.87956340489103,0.0,36.74887370012726,32.659513842523246,2.249184932539317,31.55
50,50,1,Random,118.48751553993347,0.4852502606809139,0.94,0.1,3758.451227102747,0.0,34.57070204507531,42.023407393546954,3.693406101311196,38.2
50,50,2,Ours,110.46065307143857,1.4192918315529823,0.78,0.2,6489.594822273085,0.0,34.28672534722296,36.014868627581286,5.459059096634302,34.7
50,50,2,NoRep,107.37696732416047,1.3959999196231365,0.8,0.16,4674.612770654128,0.0,34.71113128124207,33.73122770896581,4.934608333952574,34.00000000000001
50,50,2,NoPred,117.84856111999606,1.229708082973957,0.08,0.22,7329.925076189232,0.0,34.0826894226383,44.21265675700199,4.153214940355789,35.4
50,50,2,NoCabin,110.8957283083653,1.4543752186000347,0.9,0.2,6588.137069310598,0.0,34.246145504323,35.38989699753411,6.2096858065082,35.050000000000004
50,50,2,NoSec,108.83750731390333,1.4464580453932285,0.8,0.2,6478.621906130601,0.0,34.18575425867621,35.56453756431718,5.437215490909933,33.65
50,50,2,FlatCCF,70.04718322340752,1.99487479403615,1.0,1.0,0.0,0.0,42.39884645036976,18.05682063646487,2.1915161365728806,7.399999999999998
50,50,2,GreedyByLoad,114.3706923065176,0.931084156036377,0.96,0.16,4336.20026543746,0.0,33.529321095026035,40.27543384240547,6.215937369086101,34.35000000000001
50,50,2,FirstFit,99.28871699541918,0.9656250476837158,0.94,0.24,87.92095686062899,0.0,36.700290062420464,32.49875046786737,3.0896764651313586,27.0
50,50,2,Random,114.91188322529595,0.5056671798229218,0.92,0.2,5917.816278875365,0.0,34.04077175595325,42.57828710468691,4.992824364655786,33.300000000000004
50,50,3,Ours,120.76410497048238,1.8774168565869331,0.84,0.2,6582.071277473218,0.0,34.500156428439944,36.07172604110926,2.592222500933168,47.599999999999994
50,50,3,NoRep,117.53241326611021,1.8549170345067978,0.82,0.16,5194.3319216743475,0.0,34.57186671802438,34.693870945819214,2.416675602266601,45.849999999999994
50,50,3,NoPred,127.60117166889304,1.3233749195933342,0.08,0.2,6582.071277473218,0.0,34.500156428439944,43.631159726593005,1.8698555138601025,47.599999999999994
50,50,3,NoCabin,122.20381895841234,2.145125064998865,0.94,0.22,7654.448776389938,0.0,34.37422596718989,36.99662413765803,2.8829688535643974,47.949999999999996
50,50,3,NoSec,117.28819732548115,1.7772908322513103,0.8,0.18,6265.7193588183145,0.0,34.403128243130304,35.67029133293651,2.414777749414337,44.8
50,50,3,FlatCCF,70.8318615911284,2.682541962713003,1.0,1.0,0.0,0.0,42.50358249156874,17.028300787527023,1.4999783120326355,9.799999999999997
50,50,3,GreedyByLoad,123.90368641300464,0.597749836742878,0.98,0.16,3041.510540542621,0.0,34.01929632125405,39.08772318067206,3.196666911078514,47.599999999999994
50,50,3,FirstFit,105.69326573689246,0.8415421470999718,0.94,0.26,74.77199884171253,0.0,36.85941029385192,32.17144243163052,2.3624130114100073,34.3
50,50,3,Random,130.89336546916246,0.7153330370783806,0.96,0.22,8130.064374071909,0.0,33.55192355772382,45.95897529254991,3.0824666188887413,48.3
50,50,4,Ours,128.63770888638194,1.8547088839113712,0.84,0.24,9538.056356539542,0.0,33.90408471406511,43.18020323876631,4.353420933550552,47.199999999999996
50,50,4,NoRep,122.90069572774108,1.8103751353919506,0.88,0.18,6942.262256428584,0.0,34.2240567510506,40.05468447258532,3.871954504105176,44.74999999999999
50,50,4,NoPred,136.0009076784395,1.4158752746880054,0.08,0.24,9538.056356539542,0.0,33.90408471406511,51.88765694395051,3.009166020423881,47.199999999999996
50,50,4,NoCabin,126.92078141080977,1.6629998572170734,0.94,0.22,8715.442393912828,0.0,33.876701922033575,41.99149386241636,4.202585626359813,46.849999999999994
50,50,4,NoSec,123.89754296455403,1.7953328788280487,0.86,0.2,7884.186728601471,0.0,33.7530343240755,40.96372588339518,4.0807827570833455,45.099999999999994
50,50,4,FlatCCF,77.23535285209694,2.234457992017269,1.0,1.0,0.0,0.0,42.3888367258552,23.227408247644856,2.2191078785968825,9.399999999999999
50,50,4,GreedyByLoad,127.58522166302231,0.5911248736083508,0.92,0.16,3442.254368228218,0.0,34.25586410553127,42.69304006796515,6.236317489525868,44.400000000000006
50,50,4,FirstFit,108.06086643206943,0.9003751911222935,0.96,0.22,93.84149614314211,0.0,36.45087868328568,35.422614476420115,3.337373272363633,32.85
50,50,4,Random,129.4164224893743,0.48562465235590935,0.98,0.18,5779.444772723196,0.0,33.96659076542832,45.51018836456802,4.489643359377961,45.45
50,200,0,Ours,479.14195071760315,4.895125050097704,0.865,0.18,29013.327540521906,0.0,137.36018956911812,156.2898337227398,15.841927425745261,169.64999999999998
50,200,0,NoRep,471.7022108796275,4.907750058919191,0.875,0.155,23582.919133634965,0.0,137.91029828582273,150.26803772348728,15.623874870317513,167.9
50,200,0,NoPred,510.94888201324585,4.523125011473894,0.06,0.19,30925.17940103524,0.0,136.86256716061456,189.77871886999247,13.257595982638776,171.04999999999995
50,200,0,NoCabin,482.194601091501,5.167499650269747,0.955,0.18,29062.73784320748,0.0,137.45178145535536,153.57619347001537,21.86662616613029,169.3
50,200,0,NoSec,476.209942112377,6.49075023829937,0.87,0.185,29159.08015950612,0.0,135.77395873666364,155.7500833109,15.735900064813391,168.95
50,200,0,FlatCCF,297.76046374551777,5.567582789808512,1.0,1.0,0.0,0.0,169.77249727824233,85.64396830738984,6.743998159885587,35.599999999999994
50,200,0,GreedyByLoad,522.1229692286865,1.117374747991562,0.935,0.205,30803.333700415173,0.0,133.7686666492941,186.79561163580837,28.058690943584104,173.5
50,200,0,FirstFit,350.842951909696,4.794667009264231,0.995,0.69,167.1911717578751,0.0,162.28811243631569,106.75768710768553,8.747152365694834,73.05
50,200,0,Random,498.01321011192994,2.3051658645272255,0.965,0.16,21350.110494749693,0.0,136.92921254466472,174.21499169663207,21.76900587063318,165.1
50,200,1,Ours,466.258249067003,5.310040898621082,0.82,0.155,22604.871960554767,0.0,138.49179389642867,141.26842166857318,14.69803350200122,171.8
50,200,1,NoRep,459.8755727956401,5.146583076566458,0.835,0.135,19290.644785950473,0.0,138.48970090448273,137.86355391261418,14.172317978543177,169.35000000000002
50,200,1,NoPred,493.7947904002882,4.3969592079520226,0.06,0.165,23851.337588803475,0.0,138.37245909756152,169.034038816062,12.138292486664733,174.25
50,200,1,NoCabin,467.2171960577889,4.973124712705612,0.95,0.15,21169.06549137966,0.0,138.89162929894508,138.10226441293239,18.07330234591142,172.14999999999998
50,200,1,NoSec,461.71396726308706,4.822707735002041,0.815,0.155,22657.004842054565,0.0,136.95080650882272,141.1126361945132,14.650524559751192,169.0
50,200,1,FlatCCF,293.97042454825873,6.10920786857605,1.0,1.0,0.0,0.0,170.15869295876985,79.83199708879889,7.279734500689967,36.69999999999999
50,200,1,GreedyByLoad,508.6836205360409,1.0963333770632744,0.965,0.19,23258.212084633902,0.0,135.52107705487072,172.164516381029,21.848027100141238,179.15
50,200,1,FirstFit,348.421004246281,3.9609167724847794,0.995,0.69,129.62987380099383,0.0,162.8483832620418,102.23759630122407,8.835024683015058,74.49999999999999
50,200,1,Random,481.1267342350237,1.192083116620779,0.95,0.115,12347.665482654673,0.0,138.460712064713,157.78254683220837,17.63347533810238,167.25
50,200,2,Ours,471.3973204048401,5.290500354021788,0.81,0.165,24430.871999829236,0.0,138.33184756743086,142.79476775972626,11.320705077683076,178.95
50,200,2,NoRep,464.5510336748275,4.70333406701684,0.8,0.145,20753.974780663222,0.0,138.6564010762345,138.77104654393614,10.623586054656876,176.5
50,200,2,NoPred,499.0950394230651,3.908500075340271,0.06,0.175,25502.268775828903,0.0,138.09650192163934,171.34119728077695,8.957340220648742,180.69999999999996
50,200,2,NoCabin,476.096370625125,5.364874843508005,0.93,0.175,26262.88083003967,0.0,137.9289523310033,143.82914863287436,14.33826966124737,179.99999999999997
50,200,2,NoSec,464.9936021291415,4.722957964986563,0.82,0.175,25275.866287121087,0.0,136.46440702823102,143.15448603643642,11.324709064474039,174.05
50,200,2,FlatCCF,287.84600867026654,4.960583057254553,1.0,1.0,0.0,0.0,170.1832516814801,74.42454631029099,6.038210678495519,37.199999999999996
50,200,2,GreedyByLoad,512.229591431827,1.079500187188387,0.94,0.21,27247.617938045394,0.0,134.2199862047627,172.37189464594564,17.937710581118615,187.7
50,200,2,FirstFit,354.8795227091104,4.192917142063379,0.985,0.65,1376.2814070308812,0.0,161.8919492624676,100.520249557167,7.3173238894758,85.14999999999999
50,200,2,Random,501.16266055576,1.0816669091582298,0.96,0.18,23858.411944050822,0.0,135.5502172261433,167.81622380072054,16.396219528896115,181.39999999999998
50,200,3,Ours,480.48858554130135,5.538665689527988,0.84,0.17,26155.228945377567,0.0,141.45773351063386,147.57921848674584,12.951633543921634,178.5
